ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Order_Hour,Picked_Hour,Age_group
0xc795 ,AURGRES13DEL02 ,27.0,4.7,19.880256,75.323503,19.930256,75.373503,2022-02-17,1900-01-01 00:01:53.000000,1900-01-01 00:18:18,Windy,Low,2,Meal ,scooter ,0.0,No,Urban,13,0,0,25-29
0x5e24 ,JAPRES06DEL03 ,24.0,4.9,26.911927,75.797282,27.001927,75.887282,2022-03-10,1900-01-01 23:30:57.000000,1900-01-01 23:40:06,Stormy,Low,2,Snack ,scooter ,0.0,No,Urban,15,23,23,20-24
0x493c ,BANGRES06DEL03 ,26.0,4.9,12.979096,77.640625,13.069096,77.730625,2022-03-29,1900-01-01 00:02:23.000000,1900-01-01 00:13:16,Sunny,Low,0,Snack ,motorcycle ,1.0,No,Urban,27,0,0,25-29
0x7cfb ,CHENRES13DEL01 ,23.0,4.9,13.027018,80.254791,13.097018,80.324791,2022-04-04,1900-01-01 20:46:42.000000,1900-01-01 21:02:49,Windy,Jam,1,Meal ,scooter ,1.0,No,Metropolitian,25,20,21,20-24
0x74c6 ,MUMRES18DEL02 ,31.0,4.7,19.1093,72.825451,19.1293,72.845451,2022-03-24,1900-01-01 09:10:59.000000,1900-01-01 09:29:26,Sunny,Low,0,Buffet ,motorcycle ,1.0,No,Metropolitian,23,9,9,30-34
0xb6ec ,PUNERES06DEL01 ,28.0,4.9,18.546258,73.904337,18.616258,73.974337,2022-03-14,1900-01-01 18:31:22.000000,1900-01-01 18:45:59,Stormy,Medium,0,Snack ,motorcycle ,0.0,No,Metropolitian,23,18,18,25-29
0x4d75 ,HYDRES19DEL01 ,37.0,4.7,17.458998,78.500366,17.528998,78.570366,2022-04-06,1900-01-01 21:11:21.000000,1900-01-01 21:18:03,Stormy,Jam,1,Buffet ,scooter ,1.0,No,Metropolitian,28,21,21,35-39
0x9b5e ,COIMBRES11DEL01 ,22.0,4.9,11.001753,76.986241,11.111753,77.096241,2022-03-31,1900-01-01 17:52:48.000000,1900-01-01 18:06:03,Stormy,Medium,0,Snack ,motorcycle ,1.0,No,Metropolitian,28,17,18,20-24
0xdb0 ,PUNERES04DEL03 ,26.0,4.5,18.51421,73.838429,18.57421,73.898429,2022-03-09,1900-01-01 23:36:42.000000,1900-01-01 23:46:14,Cloudy,Low,0,Snack ,motorcycle ,1.0,No,Metropolitian,16,23,23,25-29
0x803c ,INDORES010DEL02 ,33.0,4.9,22.75004,75.902847,22.80004,75.952847,2022-03-26,1900-01-01 17:13:41.000000,1900-01-01 17:24:37,Cloudy,Medium,2,Meal ,scooter ,1.0,No,Metropolitian,19,17,17,30-34
0x5684 ,PUNERES09DEL02 ,39.0,4.9,18.536562,73.896485,18.586562,73.946485,2022-03-30,1900-01-01 19:25:56.000000,1900-01-01 19:35:23,Windy,Jam,0,Snack ,motorcycle ,1.0,No,Metropolitian,39,19,19,35-39
0xb857 ,MUMRES03DEL01 ,29.0,4.5,19.22384,72.841347,19.23384,72.851347,2022-03-24,1900-01-01 10:33:52.000000,1900-01-01 10:35:23,Windy,Low,1,Meal ,motorcycle ,0.0,No,Urban,10,10,10,25-29
0x24ad ,INDORES16DEL01 ,24.0,4.7,22.744648,75.894377,22.754648,75.904377,2022-03-21,1900-01-01 10:40:00.000000,1900-01-01 10:54:58,Fog,Low,1,Meal ,scooter ,0.0,No,Urban,16,10,10,20-24
0xab02 ,PUNERES03DEL02 ,32.0,4.6,18.554382,73.798206,18.604382,73.848206,2022-03-01,1900-01-01 19:24:36.000000,1900-01-01 19:26:40,Sunny,Jam,0,Buffet ,motorcycle ,1.0,No,Metropolitian,28,19,19,30-34
0x6878 ,COIMBRES16DEL01 ,34.0,4.7,11.010375,76.95295,11.120375,77.06295,2022-03-16,1900-01-01 20:50:48.000000,1900-01-01 21:07:03,Stormy,Jam,0,Drinks ,motorcycle ,2.0,No,Metropolitian,41,20,21,30-34
0x6572 ,BANGRES19DEL02 ,28.0,4.6,12.914264,77.6784,12.994264,77.7584,2022-03-10,1900-01-01 21:38:40.000000,1900-01-01 21:45:46,Windy,Jam,0,Buffet ,motorcycle ,1.0,No,Urban,38,21,21,25-29
0xafdd ,MUMRES05DEL01 ,28.0,4.8,18.927584,72.832585,18.937584,72.842585,2022-03-28,1900-01-01 12:04:29.000000,1900-01-01 12:09:04,Stormy,High,0,Buffet ,motorcycle ,1.0,No,Urban,16,12,12,25-29
0xdb60 ,AURGRES15DEL01 ,24.0,4.9,19.878028,75.317475,19.888028,75.327475,2022-02-17,1900-01-01 10:36:46.000000,1900-01-01 10:42:58,Cloudy,Low,2,Buffet ,electric_scooter ,1.0,No,Metropolitian,15,10,10,20-24
0x526b ,VADRES11DEL02 ,23.0,4.9,22.308096,73.167753,22.328096,73.187753,2022-04-01,1900-01-01 11:58:40.000000,1900-01-01 12:13:08,Stormy,High,0,Drinks ,motorcycle ,0.0,No,Metropolitian,28,11,12,20-24
0x7200 ,VADRES13DEL02 ,26.0,5.0,22.310237,73.158921,22.390237,73.238921,2022-03-14,1900-01-01 20:05:29.000000,1900-01-01 20:05:32,Windy,Jam,2,Meal ,electric_scooter ,1.0,No,Urban,15,20,20,25-29
0xa144 ,COIMBRES09DEL02 ,23.0,4.6,11.008638,76.984311,11.138638,77.114311,2022-03-18,1900-01-01 23:17:50.000000,1900-01-01 23:33:55,Sandstorms,Low,2,Buffet ,scooter ,1.0,No,Urban,15,23,23,20-24
0x5e18 ,RANCHIRES16DEL02 ,27.0,4.0,23.371292,85.327872,23.391292,85.347872,2022-03-09,1900-01-01 09:58:21.000000,1900-01-01 10:01:12,Stormy,Low,0,Snack ,motorcycle ,1.0,No,Urban,20,9,10,25-29
0x4498 ,SURRES04DEL01 ,27.0,4.5,21.173493,72.801953,21.183493,72.811953,2022-03-26,1900-01-01 09:33:05.000000,1900-01-01 09:43:18,Cloudy,Low,0,Meal ,motorcycle ,1.0,No,Metropolitian,21,9,9,25-29
0x9cbf ,INDORES01DEL01 ,23.0,4.1,22.695207,75.866059,22.735207,75.906059,2022-03-09,1900-01-01 14:29:38.000000,1900-01-01 14:31:34,Windy,High,0,Meal ,motorcycle ,1.0,No,Metropolitian,38,14,14,20-24
0x6053 ,HYDRES03DEL01 ,21.0,4.7,17.422819,78.449578,17.462819,78.489578,2022-03-24,1900-01-01 13:33:24.000000,1900-01-01 13:39:10,Sunny,High,2,Buffet ,motorcycle ,0.0,No,Metropolitian,18,13,13,20-24
0x7d93 ,CHENRES11DEL03 ,26.0,2.7,13.064181,80.236442,13.154181,80.326442,2022-03-20,1900-01-01 22:33:43.000000,1900-01-01 22:36:55,Sunny,Low,2,Snack ,scooter ,0.0,No,Metropolitian,32,22,22,25-29
0xca2 ,COIMBRES03DEL01 ,37.0,4.6,11.025083,77.015393,11.065083,77.055393,2022-03-07,1900-01-01 16:29:59.000000,1900-01-01 16:35:12,Sunny,Medium,1,Meal ,scooter ,1.0,No,Urban,19,16,16,35-39
0x69f6 ,BANGRES08DEL01 ,20.0,4.7,12.906229,77.596791,13.016229,77.706791,2022-03-14,1900-01-01 19:51:01.000000,1900-01-01 20:06:06,Stormy,Jam,2,Drinks ,scooter ,1.0,No,Metropolitian,19,19,20,20-24
0x342b ,JAPRES16DEL02 ,31.0,4.7,26.849596,75.800512,26.869596,75.820512,2022-03-19,1900-01-01 10:10:47.000000,1900-01-01 10:21:04,Fog,Low,1,Drinks ,motorcycle ,0.0,No,Metropolitian,16,10,10,30-34
0x5808 ,COIMBRES17DEL01 ,37.0,4.9,11.026117,76.944652,11.036117,76.954652,2022-03-21,1900-01-01 08:55:29.000000,1900-01-01 09:12:11,Windy,Low,2,Snack ,scooter ,1.0,No,Metropolitian,24,8,9,35-39
0xd588 ,KOLRES18DEL02 ,34.0,4.3,22.569367,88.433187,22.589367,88.453187,2022-02-15,1900-01-01 09:52:21.000000,1900-01-01 10:00:46,Windy,Low,0,Meal ,motorcycle ,0.0,No,Urban,22,9,10,30-34
0xc37f ,AURGRES05DEL01 ,30.0,4.7,19.875522,75.367127,19.945522,75.437127,2022-02-16,1900-01-01 20:51:58.251778,1900-01-01 20:35:56,Stormy,Jam,2,Snack ,scooter ,1.0,No,Urban,25,20,20,30-34
0xcfdb ,AURGRES19DEL01 ,21.0,4.6,19.866969,75.318894,19.936969,75.388894,2022-02-14,1900-01-01 17:19:34.000000,1900-01-01 17:20:19,Stormy,Medium,1,Snack ,motorcycle ,0.0,No,Metropolitian,24,17,17,20-24
0xd3e2 ,KOCRES17DEL03 ,24.0,5.0,9.959778,76.296106,10.019778,76.356106,2022-02-13,1900-01-01 22:43:27.000000,1900-01-01 22:51:03,Cloudy,Low,0,Drinks ,motorcycle ,1.0,No,Metropolitian,22,22,22,20-24
0x8d42 ,MYSRES20DEL02 ,26.0,4.5,12.337978,76.616792,12.357978,76.636792,2022-03-21,1900-01-01 09:37:06.000000,1900-01-01 09:42:12,Sandstorms,Low,1,Drinks ,motorcycle ,0.0,No,Metropolitian,18,9,9,25-29
0x95b3 ,INDORES08DEL03 ,21.0,4.0,22.725748,75.898497,22.755747,75.928497,2022-04-05,1900-01-01 23:14:31.000000,1900-01-01 23:28:56,Windy,Low,0,Snack ,motorcycle ,0.0,No,Metropolitian,15,23,23,20-24
0x9b06 ,PUNERES15DEL01 ,30.0,4.0,18.636215,73.751081,18.746215,73.861081,2022-03-25,1900-01-01 18:34:14.000000,1900-01-01 18:48:17,Sunny,Medium,0,Snack ,motorcycle ,1.0,No,Metropolitian,36,18,18,30-34
0xb706 ,INDORES03DEL01 ,24.0,4.7,22.751857,75.866699,22.791857,75.906699,2022-03-26,1900-01-01 15:53:22.000000,1900-01-01 16:00:26,Cloudy,Medium,1,Meal ,scooter ,0.0,No,Urban,13,15,16,20-24
0xd76f ,KNPRES13DEL02 ,22.0,4.6,26.481547,80.299775,26.501547,80.319775,2022-02-17,1900-01-01 11:02:13.000000,1900-01-01 11:07:35,Cloudy,Low,0,Snack ,motorcycle ,0.0,No,Metropolitian,20,11,11,20-24
0x50dd ,JAPRES04DEL03 ,23.0,5.0,26.902328,75.794257,26.962328,75.854257,2022-03-19,1900-01-01 20:30:34.000000,1900-01-01 20:40:45,Fog,Jam,0,Meal ,motorcycle ,1.0,No,Metropolitian,24,20,20,20-24
0x542b ,MUMRES02DEL02 ,21.0,4.7,19.221315,72.862381,19.271315,72.912381,2022-03-03,1900-01-01 19:02:03.000000,1900-01-01 19:15:45,Sunny,Medium,0,Buffet ,motorcycle ,1.0,No,Metropolitian,19,19,19,20-24
0xa375 ,HYDRES20DEL02 ,36.0,4.6,17.483216,78.552111,17.613216,78.682111,2022-03-02,1900-01-01 18:13:01.000000,1900-01-01 18:29:11,Stormy,Medium,0,Snack ,motorcycle ,2.0,No,Metropolitian,32,18,18,35-39
0x5a1c ,PUNERES14DEL03 ,24.0,4.7,18.516216,73.842527,18.576216,73.902527,2022-03-09,1900-01-01 17:24:04.000000,1900-01-01 17:28:44,Sandstorms,Medium,2,Meal ,scooter ,1.0,No,Metropolitian,27,17,17,20-24
0x528a ,PUNERES14DEL03 ,25.0,4.9,18.516216,73.842527,18.546216,73.872527,2022-03-19,1900-01-01 20:15:49.000000,1900-01-01 20:21:14,Windy,Jam,1,Meal ,motorcycle ,0.0,No,Urban,10,20,20,25-29
0x6a77 ,JAPRES15DEL03 ,33.0,4.1,26.891191,75.802083,27.031191,75.942083,2022-03-25,1900-01-01 22:14:10.000000,1900-01-01 22:22:30,Fog,Low,2,Snack ,motorcycle ,1.0,No,Metropolitian,37,22,22,30-34
0x2d92 ,HYDRES01DEL01 ,36.0,4.9,17.410371,78.437225,17.520371,78.547225,2022-03-12,1900-01-01 22:40:07.000000,1900-01-01 22:47:58,Windy,Low,2,Drinks ,scooter ,1.0,No,Urban,16,22,22,35-39
0x917 ,RANCHIRES010DEL02 ,20.0,4.8,23.354422,85.3329,23.374422,85.3529,2022-03-19,1900-01-01 11:56:03.000000,1900-01-01 12:05:34,Fog,High,0,Buffet ,motorcycle ,1.0,No,Urban,26,11,12,20-24
0x5e97 ,VADRES06DEL03 ,35.0,4.2,22.31279,73.170283,22.37279,73.230283,2022-03-01,1900-01-01 20:34:56.000000,1900-01-01 20:45:32,Fog,Jam,2,Meal ,electric_scooter ,2.0,No,Metropolitian,38,20,20,35-39
0x1dbd ,CHENRES03DEL02 ,24.0,4.5,13.091809,80.219104,13.111809,80.239104,2022-03-09,1900-01-01 09:45:41.000000,1900-01-01 09:46:08,Windy,Low,0,Drinks ,motorcycle ,0.0,No,Metropolitian,16,9,9,20-24
0x625c ,MUMRES12DEL03 ,22.0,4.8,19.207222,72.972281,19.237222,73.002281,2022-04-01,1900-01-01 20:30:41.000000,1900-01-01 20:31:30,Sunny,Jam,2,Meal ,electric_scooter ,0.0,No,Urban,13,20,20,20-24
0x7b93 ,INDORES04DEL01 ,31.0,4.4,22.753659,75.903365,22.863659,76.013365,2022-03-20,1900-01-01 19:50:42.000000,1900-01-01 19:54:05,Sandstorms,Jam,1,Drinks ,scooter ,1.0,No,Urban,36,19,19,30-34
0x10b4 ,SURRES010DEL02 ,20.0,4.9,21.17106,72.789292,21.25106,72.869292,2022-03-06,1900-01-01 19:02:13.000000,1900-01-01 19:13:50,Cloudy,Medium,1,Drinks ,scooter ,1.0,No,Metropolitian,29,19,19,20-24
0x9fce ,BANGRES12DEL02 ,34.0,4.1,12.939496,77.625999,13.069496000000001,77.755999,2022-03-31,1900-01-01 20:19:39.000000,1900-01-01 20:33:15,Cloudy,Jam,2,Drinks ,motorcycle ,3.0,No,Metropolitian,49,20,20,30-34
0x4150 ,MYSRES010DEL01 ,30.0,4.6,12.321214,76.621094,12.331214,76.631094,2022-03-17,1900-01-01 11:17:16.000000,1900-01-01 11:23:55,Sandstorms,High,0,Meal ,motorcycle ,1.0,No,Metropolitian,42,11,11,30-34
0x237b ,INDORES20DEL01 ,31.0,4.6,22.732225,75.874765,22.772225,75.914765,2022-03-24,1900-01-01 12:58:26.000000,1900-01-01 13:00:51,Stormy,High,1,Drinks ,motorcycle ,1.0,No,Metropolitian,27,12,13,30-34
0x6c1b ,RANCHIRES16DEL03 ,27.0,4.7,23.371292,85.327872,23.461292,85.417872,2022-04-02,1900-01-01 17:46:53.000000,1900-01-01 18:01:23,Sandstorms,Medium,2,Meal ,motorcycle ,1.0,No,Urban,19,17,18,25-29
0x5dc ,INDORES010DEL02 ,30.0,4.7,22.75004,75.902847,22.83004,75.982847,2022-03-31,1900-01-01 23:44:39.000000,1900-01-01 23:45:44,Stormy,Low,2,Snack ,scooter ,1.0,No,Metropolitian,13,23,23,30-34
0xa6f2 ,CHENRES07DEL02 ,29.0,4.7,13.081878,80.248519,13.211878,80.378519,2022-03-27,1900-01-01 19:31:03.000000,1900-01-01 19:37:56,Sandstorms,Jam,2,Buffet ,scooter ,1.0,No,Metropolitian,15,19,19,25-29
0x9242 ,JAPRES08DEL01 ,38.0,4.9,26.910262,75.783013,26.980262,75.853013,2022-03-27,1900-01-01 20:33:22.000000,1900-01-01 20:46:23,Cloudy,Jam,0,Snack ,motorcycle ,1.0,Yes,Semi-Urban,47,20,20,35-39
0xd07 ,BANGRES15DEL03 ,39.0,4.9,12.975377,77.696664,13.035377,77.756664,2022-04-03,1900-01-01 18:41:28.000000,1900-01-01 18:56:20,Fog,Medium,1,Drinks ,motorcycle ,0.0,No,Metropolitian,19,18,18,35-39
0xb2f1 ,INDORES13DEL02 ,21.0,4.6,22.745049,75.892471,22.795049,75.942471,2022-03-09,1900-01-01 17:42:27.000000,1900-01-01 17:45:06,Sunny,Medium,0,Buffet ,motorcycle ,1.0,No,Metropolitian,22,17,17,20-24
0xc1f0 ,ALHRES03DEL02 ,32.0,4.9,25.451517,81.832616,25.581517,81.962616,2022-02-16,1900-01-01 23:31:58.000000,1900-01-01 23:40:20,Stormy,Low,1,Drinks ,motorcycle ,1.0,No,Urban,23,23,23,30-34
0x30b1 ,BANGRES18DEL01 ,33.0,5.0,12.913041,77.683237,12.923041,77.693237,2022-04-03,1900-01-01 10:35:26.000000,1900-01-01 10:44:28,Cloudy,Low,2,Drinks ,electric_scooter ,1.0,No,Metropolitian,17,10,10,30-34
0x2a86 ,MUMRES14DEL01 ,25.0,3.5,19.1813,72.836191,19.2513,72.906191,2022-03-02,1900-01-01 23:15:45.000000,1900-01-01 23:29:06,Sunny,Low,2,Drinks ,scooter ,2.0,Yes,Metropolitian,40,23,23,25-29
0x9811 ,INDORES13DEL01 ,35.0,4.6,22.745049,75.892471,22.855049,76.002471,2022-04-04,1900-01-01 17:37:04.000000,1900-01-01 17:43:00,Sunny,Medium,1,Snack ,scooter ,1.0,No,Urban,29,17,17,35-39
0xc2fc ,GOARES17DEL01 ,23.0,4.7,15.496162,73.825364,15.506162,73.835364,2022-02-15,1900-01-01 10:49:22.000000,1900-01-01 10:50:05,Sunny,Low,2,Buffet ,electric_scooter ,1.0,No,Urban,22,10,10,20-24
0x194b ,INDORES09DEL02 ,20.0,5.0,22.725835,75.887648,22.745835,75.907648,2022-04-05,1900-01-01 10:44:21.000000,1900-01-01 10:49:50,Fog,Low,1,Buffet ,scooter ,1.0,No,Metropolitian,18,10,10,20-24
0x3665 ,PUNERES15DEL02 ,21.0,4.8,18.636215,73.751081,18.766215,73.881081,2022-03-10,1900-01-01 23:41:09.000000,1900-01-01 23:54:00,Sandstorms,Low,1,Drinks ,motorcycle ,1.0,No,Urban,12,23,23,20-24
0x44f4 ,BANGRES02DEL02 ,37.0,4.0,12.970221,77.645396,12.990221,77.665396,2022-03-19,1900-01-01 08:52:15.000000,1900-01-01 09:09:10,Windy,Low,0,Snack ,motorcycle ,0.0,No,Metropolitian,20,8,9,35-39
0x5ee ,SURRES17DEL02 ,30.0,4.7,21.149569,72.772697,21.229569,72.852697,2022-03-31,1900-01-01 21:07:18.251778,1900-01-01 20:51:16,Cloudy,Jam,2,Snack ,scooter ,1.0,Yes,Metropolitian,41,21,20,30-34
0x817f ,MYSRES01DEL02 ,21.0,4.6,12.311072,76.654878,12.441072,76.784878,2022-03-10,1900-01-01 20:57:18.000000,1900-01-01 21:12:24,Stormy,Jam,0,Drinks ,motorcycle ,1.0,No,Urban,38,20,21,20-24
0x1fdf ,INDORES12DEL02 ,37.0,4.9,22.74806,75.8934,22.76806,75.9134,2022-03-26,1900-01-01 08:31:03.000000,1900-01-01 08:45:14,Stormy,Low,1,Meal ,motorcycle ,1.0,No,Metropolitian,27,8,8,35-39
0x1cc0 ,JAPRES010DEL02 ,20.0,4.5,26.921411,75.793604,27.051411,75.923604,2022-03-31,1900-01-01 20:52:56.000000,1900-01-01 21:08:44,Fog,Jam,0,Meal ,motorcycle ,1.0,No,Metropolitian,49,20,21,20-24
0xc62e ,KOCRES08DEL02 ,37.0,4.6,9.985497,76.276999,10.035497,76.326999,2022-02-17,1900-01-01 20:43:04.000000,1900-01-01 20:56:01,Sunny,Jam,2,Drinks ,scooter ,1.0,No,Metropolitian,18,20,20,35-39
0x6bbf ,SURRES04DEL03 ,32.0,5.0,21.173493,72.801953,21.233493,72.861953,2022-04-03,1900-01-01 23:25:11.000000,1900-01-01 23:31:43,Sandstorms,Low,2,Snack ,scooter ,1.0,No,Metropolitian,27,23,23,30-34
0xd1e ,SURRES03DEL01 ,25.0,4.9,21.186884,72.793616,21.296884,72.903616,2022-03-10,1900-01-01 23:54:12.000000,1900-01-01 00:07:10,Stormy,Low,0,Buffet ,motorcycle ,0.0,No,Urban,19,23,0,25-29
0x5b6f ,SURRES11DEL02 ,22.0,4.7,21.157735,72.768778,21.207735,72.818778,2022-03-01,1900-01-01 22:10:35.000000,1900-01-01 22:19:16,Sandstorms,Low,1,Meal ,motorcycle ,0.0,No,Urban,17,22,22,20-24
0xced6 ,AURGRES09DEL01 ,30.0,4.9,19.874103,75.368419,19.884103,75.378419,2022-02-15,1900-01-01 11:34:13.000000,1900-01-01 11:36:23,Windy,High,0,Snack ,motorcycle ,1.0,No,Metropolitian,36,11,11,30-34
0x7e18 ,SURRES08DEL02 ,28.0,5.0,21.173343,72.792731,21.193343,72.812731,2022-03-21,1900-01-01 11:58:59.000000,1900-01-01 12:14:53,Windy,High,2,Drinks ,motorcycle ,0.0,No,Metropolitian,10,11,12,25-29
0x1de6 ,MUMRES010DEL03 ,21.0,4.7,19.003517,72.82765,19.093517,72.91765,2022-03-23,1900-01-01 17:37:54.000000,1900-01-01 17:54:44,Sandstorms,Medium,1,Buffet ,motorcycle ,1.0,No,Metropolitian,24,17,17,20-24
0x516b ,PUNERES11DEL02 ,21.0,4.5,18.533811,73.899315,18.613811,73.979315,2022-04-04,1900-01-01 22:44:31.000000,1900-01-01 22:45:11,Sandstorms,Low,0,Snack ,motorcycle ,0.0,No,Metropolitian,21,22,22,20-24
0x9f4c ,INDORES12DEL02 ,28.0,4.6,22.74806,75.8934,22.87806,76.0234,2022-03-23,1900-01-01 21:38:25.000000,1900-01-01 21:51:11,Cloudy,Jam,0,Meal ,motorcycle ,2.0,No,Metropolitian,47,21,21,25-29
0x174d ,CHENRES01DEL01 ,34.0,4.9,13.005801,80.250744,13.115801,80.360744,2022-03-20,1900-01-01 19:48:35.000000,1900-01-01 19:55:06,Cloudy,Jam,0,Snack ,motorcycle ,1.0,No,Metropolitian,41,19,19,30-34
0xad8e ,VADRES13DEL02 ,28.0,5.0,22.310237,73.158921,22.390237,73.238921,2022-03-25,1900-01-01 22:11:40.000000,1900-01-01 22:15:51,Sandstorms,Low,0,Drinks ,motorcycle ,1.0,No,Metropolitian,20,22,22,25-29
0xab51 ,INDORES02DEL03 ,37.0,4.9,22.651847,75.881991,22.711847,75.941991,2022-03-24,1900-01-01 17:19:08.000000,1900-01-01 17:20:20,Cloudy,Medium,2,Snack ,scooter ,1.0,No,Metropolitian,16,17,17,35-39
0x48a2 ,INDORES010DEL03 ,28.0,4.8,22.75004,75.902847,22.840040000000002,75.992847,2022-03-06,1900-01-01 22:43:18.000000,1900-01-01 22:53:08,Fog,Low,2,Drinks ,scooter ,1.0,No,Metropolitian,25,22,22,25-29
0x22af ,BANGRES08DEL03 ,33.0,5.0,12.906229,77.596791,12.936229,77.626791,2022-03-09,1900-01-01 20:40:51.000000,1900-01-01 20:49:44,Cloudy,Jam,1,Drinks ,scooter ,0.0,No,Metropolitian,38,20,20,30-34
0xb90b ,MYSRES13DEL03 ,32.0,4.5,12.310972,76.659264,12.370972,76.719264,2022-03-11,1900-01-01 21:49:55.000000,1900-01-01 22:02:49,Windy,Jam,1,Meal ,motorcycle ,0.0,No,Urban,29,21,22,30-34
0x3053 ,HYDRES05DEL01 ,22.0,4.9,17.433809,78.386744,17.503809,78.456744,2022-03-08,1900-01-01 19:17:54.000000,1900-01-01 19:33:32,Fog,Jam,1,Buffet ,scooter ,1.0,No,Metropolitian,35,19,19,20-24
0x36f9 ,VADRES14DEL03 ,30.0,5.0,22.311603,73.165012,22.401603,73.255012,2022-03-02,1900-01-01 20:03:25.000000,1900-01-01 20:07:10,Windy,Jam,0,Buffet ,motorcycle ,3.0,No,Metropolitian,52,20,20,30-34
0x8825 ,PUNERES19DEL03 ,20.0,4.9,18.563934,73.915367,18.623935,73.975367,2022-04-03,1900-01-01 19:02:11.000000,1900-01-01 19:06:41,Fog,Medium,1,Snack ,motorcycle ,0.0,No,Urban,13,19,19,20-24
0x2517 ,MYSRES20DEL01 ,34.0,5.0,12.337978,76.616792,12.407978,76.686792,2022-03-27,1900-01-01 19:50:20.000000,1900-01-01 19:59:04,Sunny,Jam,2,Drinks ,scooter ,1.0,No,Urban,27,19,19,30-34
0x667c ,PUNERES11DEL03 ,35.0,4.5,18.533811,73.899315,18.623811,73.989315,2022-04-04,1900-01-01 23:50:12.000000,1900-01-01 23:58:08,Stormy,Low,0,Buffet ,motorcycle ,1.0,No,Metropolitian,23,23,23,35-39
0xb6c6 ,INDORES12DEL03 ,32.0,4.6,22.74806,75.8934,22.83806,75.9834,2022-03-16,1900-01-01 20:42:40.000000,1900-01-01 20:45:19,Sandstorms,Jam,2,Buffet ,scooter ,1.0,No,Metropolitian,25,20,20,30-34
0x855f ,INDORES15DEL01 ,26.0,5.0,22.760072,75.892574,22.870072,76.002574,2022-03-27,1900-01-01 18:40:00.000000,1900-01-01 18:47:02,Windy,Medium,0,Snack ,motorcycle ,1.0,No,Metropolitian,28,18,18,25-29
0xbc68 ,BANGRES05DEL02 ,20.0,4.8,12.970324,77.645748,13.020324,77.695748,2022-03-19,1900-01-01 21:27:15.000000,1900-01-01 21:30:44,Cloudy,Jam,2,Buffet ,scooter ,1.0,No,Metropolitian,21,21,21,20-24
0xe1fa ,GOARES03DEL01 ,38.0,4.4,15.574828,73.766883,15.644828,73.836883,2022-02-14,1900-01-01 18:29:55.000000,1900-01-01 18:31:59,Windy,Medium,1,Buffet ,scooter ,0.0,No,Urban,38,18,18,35-39
0xbcd8 ,PUNERES14DEL02 ,39.0,4.9,18.516216,73.842527,18.536216,73.862527,2022-04-03,1900-01-01 10:26:29.000000,1900-01-01 10:34:55,Sunny,Low,1,Buffet ,motorcycle ,0.0,No,Metropolitian,14,10,10,35-39
0xda0a ,DEHRES09DEL03 ,28.0,4.8,30.332735,78.054222,30.422735,78.144222,2022-02-12,1900-01-01 21:39:36.000000,1900-01-01 21:54:07,Fog,Jam,0,Drinks ,motorcycle ,1.0,Yes,Metropolitian,47,21,21,25-29
0x40fa ,INDORES07DEL01 ,35.0,4.5,22.722634,75.886959,22.792634,75.956959,2022-04-06,1900-01-01 19:03:11.000000,1900-01-01 19:10:04,Windy,Medium,2,Buffet ,scooter ,1.0,No,Metropolitian,28,19,19,35-39
0xad1 ,COIMBRES11DEL02 ,21.0,4.6,11.001753,76.986241,11.021753,77.006241,2022-03-05,1900-01-01 09:58:25.000000,1900-01-01 10:04:45,Cloudy,Low,0,Drinks ,motorcycle ,1.0,No,Metropolitian,16,9,10,20-24
0x6a93 ,SURRES13DEL02 ,37.0,4.3,21.170096,72.789122,21.190096,72.809122,2022-03-01,1900-01-01 11:12:38.000000,1900-01-01 11:27:46,Sandstorms,High,1,Meal ,scooter ,1.0,No,Metropolitian,33,11,11,35-39
0x9264 ,HYDRES04DEL02 ,36.0,4.1,17.411028,78.329645,17.541028,78.459645,2022-04-02,1900-01-01 17:57:52.000000,1900-01-01 18:08:25,Fog,Medium,1,Drinks ,motorcycle ,1.0,No,Metropolitian,37,17,18,35-39
0x56f4 ,COIMBRES19DEL03 ,24.0,4.8,11.022298,76.998349,11.112298,77.088349,2022-03-10,1900-01-01 17:15:19.000000,1900-01-01 17:16:12,Cloudy,Medium,0,Drinks ,motorcycle ,2.0,No,Metropolitian,33,17,17,20-24
0x42f1 ,SURRES20DEL01 ,25.0,4.8,21.15276,72.778059,21.26276,72.888059,2022-03-06,1900-01-01 18:01:14.000000,1900-01-01 18:16:18,Stormy,Medium,2,Drinks ,scooter ,0.0,No,Metropolitian,23,18,18,25-29
0xb5ad ,MYSRES20DEL02 ,22.0,4.8,12.337978,76.616792,12.467978,76.746792,2022-03-10,1900-01-01 18:27:43.000000,1900-01-01 18:44:05,Fog,Medium,2,Drinks ,motorcycle ,1.0,No,Metropolitian,37,18,18,20-24
0x21b2 ,RANCHIRES05DEL03 ,34.0,4.7,23.355164,85.324097,23.385164,85.354097,2022-03-09,1900-01-01 22:51:09.000000,1900-01-01 23:09:55,Windy,Low,1,Snack ,scooter ,1.0,No,Urban,20,22,23,30-34
